SampleID,cutoff,diversity_index
S008801,10_reads,2.3624193339892945
S008802,10_reads,1.5604472457977001
S008803,10_reads,0.7132143441025574
S008804,10_reads,1.0058966608563191
S008805,10_reads,1.8574165010445731
S008806,10_reads,1.740280985958937
S008807,10_reads,1.6918867963693172
S008809,10_reads,-0
S008810,10_reads,1.768697136482254
S008811,10_reads,1.6445523953945107
S008812,10_reads,1.7869053897656713
S008813,10_reads,1.7879306366269865
S008814,10_reads,1.3293906839443892
S008815,10_reads,0.8697745510898879
S008816,10_reads,1.883560754575904
S008817,10_reads,0.9468038481178561
S008818,10_reads,-0
S008824,10_reads,1.3608761657642312
S008825,10_reads,1.9037792013142125
S008826,10_reads,1.3600233358385614
S008827,10_reads,1.6250223104744401
S008828,10_reads,-0
S008833,10_reads,0.6922017029622767
S008834,10_reads,1.2864358106107796
S008835,10_reads,0.8764234503286242
S008836,10_reads,1.9506838644282367
S008837,10_reads,1.7919012135939167
S008838,10_reads,-0
S008843,10_reads,-0
S008844,10_reads,1.865769498960764
S008845,10_reads,1.6561303371407794
S008846,10_reads,1.685638161227321
S008847,10_reads,2.015703600827685
S008854,10_reads,1.4857378913628263
S008855,10_reads,1.275870593872675
S008856,10_reads,1.627641998947855
S008857,10_reads,1.81049346375245
S008858,10_reads,-0
S008860,10_reads,2.0460597391776703
S008861,10_reads,1.7241149318221216
S008862,10_reads,1.421024867816645
S008863,10_reads,2.5381506853366953
S008864,10_reads,-0
S008865,10_reads,0.6065367558314639
S008871,10_reads,2.0489389841183723
S008872,10_reads,2.366771380210562
S008873,10_reads,2.132101919044648
S008874,10_reads,-0
S008875,10_reads,-0
S008876,10_reads,-0
S008881,10_reads,1.332945126845304
S008882,10_reads,0.6187191250308035
S008883,10_reads,2.080263836066554
S008884,10_reads,2.0095914956719776
S008888,10_reads,-0
S008890,10_reads,1.8333556572019025
S008891,10_reads,1.7351390213352407
S008894,10_reads,1.5603972845878047
S008896,10_reads,-0
S008899,10_reads,1.2838241587910817
S009001,10_reads,-0
S009011,10_reads,0.11775826972871231
S009015,10_reads,-0
S009020,10_reads,1.6443532258509987
S009021,10_reads,1.2427968576442456
S009022,10_reads,1.4550637531677684
S009023,10_reads,1.5098131815720968
S009024,10_reads,-0
S009029,10_reads,0.666278442414676
S009030,10_reads,1.9368428509004505
S009032,10_reads,1.5779971083572426
S009033,10_reads,1.3512672718011023
S009038,10_reads,1.398249632908645
S009040,10_reads,2.2398695484573223
S009041,10_reads,1.025366800335315
S009042,10_reads,1.2647857489240786
S009043,10_reads,1.5468279937071405
S009045,10_reads,0.6250831389160905
S009048,10_reads,-0
S009050,10_reads,1.358094531300768
S009051,10_reads,1.2044910657777745
S009052,10_reads,1.5287779823826004
S009053,10_reads,1.3391251022837405
S009060,10_reads,1.5862224845882347
S009062,10_reads,1.8359651469899916
S009063,10_reads,2.1921069569560636
S009064,10_reads,1.5149973336400475
S009065,10_reads,0.14559892738078453
S009066,10_reads,1.6145547379454492
S009067,10_reads,0.12323046364333981
S009068,10_reads,0.9032215194743538
S009070,10_reads,1.6738296199126153
S009071,10_reads,1.7770769891476643
S009072,10_reads,1.6034384255250642
S009073,10_reads,1.9561341820109637
S009074,10_reads,-0
S009075,10_reads,1.18604504717757
S009076,10_reads,1.238588656017349
S009077,10_reads,1.3108720538919763
S009080,10_reads,2.323281419935802
S009081,10_reads,1.3480545052415156
S009082,10_reads,1.3766573167121399
S009083,10_reads,1.8593636731851668
S009084,10_reads,1.6383120816090493
S009085,10_reads,1.988838265481171
S009086,10_reads,1.3314225336832464
S009087,10_reads,1.18399878950013
S009090,10_reads,0.5895457783556761
S009091,10_reads,1.6421265337297413
S009092,10_reads,2.0935038596471762
S009093,10_reads,1.5949724415941255
S009094,10_reads,2.0317490904926996
S009095,10_reads,1.1016500706790122
S009096,10_reads,1.5793973822281555
