SampleID,10_reads,25_reads,50_reads
S009033,1.3492034906225887,1.3376336885279907,1.195004935722852
S009040,2.2209863271267576,2.120030991556051,1.6659298793175175
S009041,0.9966663780988725,0.8323571844648168,-0
S009042,1.3508783372092048,1.2574912119741481,0.9016343360060068
S009043,1.6640179503743122,0.9651582334409059,0.6871302239570765
S009050,1.3546258620024394,1.210185520969835,0.9255495076028512
S009051,1.1931360222081155,0.9664704015033945,0.9664704015033945
S009052,1.5779229212749657,0.5859526183035508,-0
S009053,1.3348863220744485,1.1615336917801375,0.9687422286363961
S009060,1.7129130579478355,1.6405569336895287,1.4957323438723336
S009062,1.8217337762145562,1.664402233949901,1.567353350817059
S009064,1.524805627249408,1.1007903983339422,0.6256224044218517
S009065,0.24268133775038403,0.22271243586558295,0.19483317991284282
S009066,1.584318979625574,1.5193025305136258,1.410397394684878
S009067,0.2267301576026761,0.22032890518458909,0.22032890518458909
S009070,1.9094135205419238,1.6819379614349133,1.5542069656963955
S009071,2.108076148654665,1.7957691852222821,1.4584837900108212
S009072,1.6058443869129861,1.3661887607145404,1.3143350758166148
S009073,1.926730350706391,1.4165585528441043,1.2673930065769126
S009074,-0,NA,NA
S009075,1.2473389568905315,0.9075171266882809,0.6218099468969309
S009076,1.238588656017349,1.1132115432431355,-0
S009077,1.2571065009236955,1.1661324222061067,0.7526689657702653
S009080,2.3870632772278895,2.241509197708752,2.0477754093602933
S009081,1.3444254792661625,1.1813328292351322,1.1309145300576522
S009082,1.592379973289432,1.4514081909913334,1.3691843728504105
S009083,1.9246039783527764,1.4814640406243489,1.0356591190217825
S009084,1.5773754354457226,1.3633749524486716,0.9637028901575617
S009085,1.895921927898252,1.7649232466305442,1.4505961441193975
S009086,1.3348401980326745,0.5502298429289662,-0
S009087,1.0874478979609943,1.0874478979609943,0.622764386686132
S009090,0.5776193082557837,0.4076994273044995,0.2973449487438814
S009091,1.8224819512981736,1.7334978168443054,1.6658537246742833
S009092,2.098769808983208,1.9365826373602473,1.7589486301253288
S009093,1.5896962547056819,1.551502978500925,1.5195932531525642
S009094,2.1207472294323404,2.035196916439019,1.810253589451683
S009095,1.0882987531766035,0.8993238998098971,0.8993238998098971
S009096,1.6084258626968728,0.6365141682948128,0.6365141682948128
S009097,1.344099989231697,1.300069175841199,1.1793307365487435
S010000,1.6335845191386023,1.6335845191386023,1.4494669731880874
S010001,2.317101594598447,2.2438312143744668,2.124590665939413
S010002,1.502581508070687,1.3840330264445888,1.2791188121357688
S010003,1.4248601474043805,1.3232658070429748,1.216179141223822
S010004,2.0847977487987834,1.9030595756893207,1.8454833683282412
S010005,2.636898784478273,2.5554814564973856,2.3924955218251682
S010007,2.1363862293194966,2.0690019566420945,1.9415153870876387
S010008,2.0430285009988927,1.9314266712349162,1.8074366092816665
S010009,1.5716204736260264,1.548721472406462,1.4735637247070477
S010010,1.91638353437697,1.8727104080156325,1.7180548817930883
S010011,2.6399528438175874,2.5266347996734244,2.3660308798785716
S010012,1.4886199868168122,1.2995690591776983,1.180263399425851
S010013,2.9917345577579786,2.5017044399678126,2.1678017477754343
S010014,1.810171172241998,1.183700005624459,0.8946724593959405
S010015,2.6291979613662115,2.451454305497113,2.1458051144098036
S010019,1.4472694016255265,1.3437416147570935,1.3437416147570935
S010020,2.0734929209131243,1.7525591111521859,1.6861361314081027
S010021,2.2137976202416403,2.169400379902427,2.0705296249819964
S010022,2.0365606139574863,1.4721745506453308,1.3618641928998823
S010024,2.373195037595494,1.9759269512249933,1.478481290765522
S010029,2.353814243536596,1.6805173171179648,1.0685742111639125
S010030,1.9802704179879564,1.6857532750321802,1.4560772593323121
S010031,2.320658706294276,1.0609702836349526,NA
S010032,2.3428596064374227,1.8203283426100025,1.367888676270952
S010033,1.8566993194046848,1.7528853419800332,1.6207092092255575
S010035,1.806490426553738,1.7604304451360753,1.710698653835311
S010036,2.063422099709961,1.8885424461843774,1.6282398465161043
S010038,2.762924145467962,2.3088197877287566,1.7621310650343647
S010040,2.938710198662249,2.7222395335492964,1.8841353306849875
S010041,1.681645378864689,1.626102506753189,1.6027458742442255
S010042,2.2628818567667723,1.971754948936562,1.5891119893083352
S010043,1.7249245409196943,1.7145669914320594,1.694139579671008
S010044,2.8973286605678186,2.450508018814284,2.1693821728185188
S010045,1.4169310749119017,1.3308892789633846,1.2307426178852723
S010046,1.8697205494909828,1.7963901378525644,1.7035368086577964
S010049,2.9060959607290058,1.9077859791624767,-0
S010050,2.2581418000310554,2.1960151938825847,2.096100345523251
S010051,1.8727418067426196,1.7590485782995635,1.667098401138756
S010052,2.4659989315219284,2.3795311485207975,2.0250039938746776
S010053,1.425036766874431,1.253555703721151,1.253555703721151
S010056,2.0346938815481987,1.434372734459341,1.0517770702101268
S010057,1.5773456770264251,1.517307122857229,1.4526204606151274
S010058,1.9737545541467583,1.7959585759503873,1.4569891442293106
S010059,1.851762623738976,1.8176799737944862,1.8176799737944862
