SampleID,cutoff,diversity_index
S008801,10_reads,0.9135099031279105
S008802,10_reads,1.6732811606599605
S008803,10_reads,0.8896667409683029
S008804,10_reads,1.6794282799307256
S008805,10_reads,1.3303131422086638
S008806,10_reads,1.7218911477824301
S008807,10_reads,0.8311640258938472
S008809,10_reads,0.18940044602988143
S008810,10_reads,1.2373118720749121
S008811,10_reads,0.32653930220651195
S008812,10_reads,0.7210737578817352
S008813,10_reads,0.7805770650278948
S008814,10_reads,0.7428670585419525
S008815,10_reads,1.7424130765973227
S008816,10_reads,0.5569924727018336
S008817,10_reads,0.7582354090425026
S008818,10_reads,0.4603077142321839
S008819,10_reads,0.029670925804069867
S008820,10_reads,0.2216754924347797
S008821,10_reads,0.3645564723299962
S008822,10_reads,1.3571138315735123
S008823,10_reads,0.568874568313775
S008824,10_reads,0.5126930887238651
S008825,10_reads,0.38333356277574826
S008826,10_reads,2.2139928764932795
S008827,10_reads,1.2271072750615681
S008828,10_reads,0.4404605252086856
S008829,10_reads,0.19578411770541948
S008830,10_reads,-0
S008831,10_reads,0.2607108833829592
S008832,10_reads,0.1461379150864153
S008833,10_reads,2.3263560211542234
S008834,10_reads,1.320840876700763
S008835,10_reads,1.5594696915463089
S008836,10_reads,2.517243134221975
S008837,10_reads,1.1249157648657546
S008838,10_reads,0.016201011605773898
S008839,10_reads,0.33207936500212826
S008840,10_reads,0.7369222796713247
S008841,10_reads,2.568652229853033
S008842,10_reads,0.9612577521776967
S008843,10_reads,2.1611749967293203
S008844,10_reads,1.4546350924977942
S008845,10_reads,1.122560575227639
S008847,10_reads,1.288433471519457
S008848,10_reads,0.21349463456211323
S008849,10_reads,0.18432227845099383
S008850,10_reads,0.4244171457499225
S008851,10_reads,0.09924743329833115
S008852,10_reads,0.1706663362245842
S008853,10_reads,0.9427747264220999
S008854,10_reads,1.3384334408868928
S008856,10_reads,2.1052509876752943
S008857,10_reads,1.250990417441111
S008858,10_reads,0.09240236120616903
S008859,10_reads,0.1936560920807611
S008860,10_reads,1.9042121129713772
S008861,10_reads,1.1636030748151194
S008862,10_reads,0.7911918991800162
S008863,10_reads,1.9507018063214243
S008864,10_reads,0.2736004464896521
S008865,10_reads,2.3625207449194527
S008866,10_reads,2.1152742701559744
S008867,10_reads,1.1642157410725744
S008868,10_reads,0.20492751279978888
S008869,10_reads,0.07671420061983333
S008870,10_reads,0.010156407563721975
S008871,10_reads,1.2770354609619308
S008872,10_reads,1.5578521869929653
S008873,10_reads,1.0748411162084444
S008874,10_reads,0.16448795767747737
S008875,10_reads,0.841942886944821
S008876,10_reads,1.3609871913995568
S008877,10_reads,0.05206619853381178
S008878,10_reads,2.0803647840062696
S008879,10_reads,-0
S008880,10_reads,0.6643008965449584
S008881,10_reads,1.0972873209358267
S008882,10_reads,2.911885772650744
S008883,10_reads,1.2881925626459774
S008884,10_reads,1.5806826754627525
S008885,10_reads,0.26513084661696856
S008886,10_reads,0.6321132088531094
S008887,10_reads,0.22626954771642818
S008888,10_reads,0.04540466423203344
S008889,10_reads,1.042418904092286
S008890,10_reads,-0
S008891,10_reads,1.1495940497104065
S008892,10_reads,0.07236381127920355
S008893,10_reads,0.7488862265806832
S008895,10_reads,0.37789904249238376
S008896,10_reads,0.054501352117811756
S008897,10_reads,0.19966793316410517
S008898,10_reads,0.27174643896854805
S008899,10_reads,1.4319422002251248
S009000,10_reads,0.4231059915298481
S009001,10_reads,0.2052268214316527
S009002,10_reads,-0
S009003,10_reads,0.11613344191965538
S009004,10_reads,1.66164585879635
S009005,10_reads,0.2725114861988111
S009006,10_reads,1.7280609593605483
S009007,10_reads,0.22701594943419523
S009008,10_reads,0.025047567420944924
S009009,10_reads,0.15909645766035896
S009010,10_reads,0.5581472605317253
S009011,10_reads,-0
S009012,10_reads,0.10597768186371251
S009013,10_reads,-0
S009014,10_reads,-0
S009015,10_reads,1.5362404618982377
S009016,10_reads,0.006619914312115231
S009017,10_reads,0.45114895564017504
S009018,10_reads,0.7448030404982307
S009019,10_reads,-0
S009020,10_reads,-0
S009021,10_reads,0.2788178489332281
S009022,10_reads,1.0929025870004074
S009024,10_reads,0.5993422718124917
S009025,10_reads,0.1887614736435928
S009026,10_reads,-0
S009027,10_reads,0.7103901474980056
S009028,10_reads,0.03405597314078872
S009029,10_reads,1.6471147304355154
S009030,10_reads,1.1375605541773053
S009032,10_reads,1.7156169882209429
S009033,10_reads,0.4457199193679543
S009034,10_reads,0.03947287088959091
S009035,10_reads,-0
S009036,10_reads,1.4377745865748432
S009037,10_reads,1.119382289590109
S009038,10_reads,0.07157996568249424
S009039,10_reads,0.010770783178937673
S009040,10_reads,2.1615931957151875
S009041,10_reads,1.3165472440162866
S009043,10_reads,0.667789602388355
S009044,10_reads,0.7157315497411008
S009045,10_reads,0.14329278252328165
S009046,10_reads,1.0915089612222812
S009047,10_reads,1.691032747078541
S009048,10_reads,1.0327449611757227
S009049,10_reads,0.15868300278020533
S009050,10_reads,2.588197820853176
S009051,10_reads,1.4009018278796417
S009052,10_reads,0.8158013687479155
S009054,10_reads,0.023946668669042825
S009055,10_reads,0.020540827666401362
S009056,10_reads,0.19220656779737472
S009057,10_reads,-0
S009058,10_reads,0.25291737764966987
S009059,10_reads,0.07661137778290417
S009060,10_reads,1.4926962108973028
S009062,10_reads,0.5996042679303885
S009064,10_reads,0.8596402945643533
S009065,10_reads,0.5490290088334345
S009066,10_reads,1.3759862691006164
S009067,10_reads,1.113551257893449
S009068,10_reads,0.045112593145698314
S009069,10_reads,0.5463617485593116
S009070,10_reads,1.0385775814828082
S009071,10_reads,0.38579958255912983
S009072,10_reads,1.8432072007620521
S009073,10_reads,1.1882986617390476
S009074,10_reads,0.9523123587455197
S009075,10_reads,2.0365242964547603
S009076,10_reads,1.7568101677846857
S009077,10_reads,0.6210429627421667
S009078,10_reads,0.08553992879089825
S009079,10_reads,0.7770321638816652
S009080,10_reads,1.7055299777007085
S009081,10_reads,1.5518657217459886
S009082,10_reads,1.5479901435685592
S009083,10_reads,1.3150107308672103
S009084,10_reads,0.28140183959141857
S009085,10_reads,1.3326353639517547
S009086,10_reads,0.726666092671377
S009087,10_reads,0.6174478304024379
S009088,10_reads,0.07355557175220154
S009089,10_reads,0.2573480912692228
S009090,10_reads,1.7385762719397513
S009091,10_reads,-0
S009092,10_reads,2.222692473774623
S009093,10_reads,0.5555286631964153
S009094,10_reads,2.1883454029599516
S009095,10_reads,0.7590603038769271
S009096,10_reads,1.5187014058419646
S009097,10_reads,1.4700717308509184
S009098,10_reads,1.0100260345183405
S009099,10_reads,0.09425095550324508
S009971,10_reads,0.40118986218700575
S009972,10_reads,1.0315951458412536
S009973,10_reads,0.04183735015868906
S009974,10_reads,0.46180253842110647
S009976,10_reads,0.6253524062716508
S009977,10_reads,0.12414481724749912
S009978,10_reads,0.2562035117634612
S009982,10_reads,0.013316436025707694
S009984,10_reads,-0
S009987,10_reads,0.3798592227126936
S009988,10_reads,0.01446459359882957
S009989,10_reads,0.14418900670386886
S009990,10_reads,0.03580489051307838
S009991,10_reads,0.011323706720319977
S009993,10_reads,-0
S009995,10_reads,-0
S009996,10_reads,-0
S009998,10_reads,0.09245092046594401
S009999,10_reads,1.19666629454203
S010000,10_reads,0.4157137934111987
S010001,10_reads,1.8459322273924836
S010002,10_reads,1.0261550286047871
S010003,10_reads,1.8691080401224016
S010004,10_reads,0.3825744818820353
S010005,10_reads,1.843737537844426
S010008,10_reads,1.6712465493404078
S010009,10_reads,2.131832629830708
S010010,10_reads,1.7473455065239842
S010011,10_reads,1.3851852823037318
S010012,10_reads,1.2204858155292944
S010013,10_reads,0.5885902272042713
S010014,10_reads,0.6311336285973901
S010015,10_reads,1.2431449664839844
S010019,10_reads,0.5332481937435227
S010020,10_reads,0.4442686545817681
S010021,10_reads,1.2546678522114747
S010022,10_reads,2.3899642513392565
S010024,10_reads,0.9105909470694747
S010029,10_reads,1.1529989095858844
S010030,10_reads,0.8125635770736983
S010031,10_reads,-0
S010032,10_reads,0.955326045346546
S010033,10_reads,1.9063550426067517
S010035,10_reads,1.8742127248458311
S010036,10_reads,1.5537148687283258
S010038,10_reads,0.07379859344851444
S010040,10_reads,0.6942013478010466
S010041,10_reads,0.8395169550716742
S010042,10_reads,1.4080723445767842
S010043,10_reads,1.4242660159938818
S010044,10_reads,0.48468470383325857
S010045,10_reads,1.676387239267146
S010046,10_reads,1.4824869552136581
S010049,10_reads,1.8338637674576082
S010050,10_reads,1.7920880392455367
S010051,10_reads,1.1866713019948916
S010052,10_reads,-0
S010053,10_reads,1.2109722513579364
S010056,10_reads,1.3180577148831882
S010057,10_reads,1.415696660255897
S010058,10_reads,1.6038378386649865
S010059,10_reads,1.9016451676308737
S010060,10_reads,1.2262320443469044
S010061,10_reads,2.004496180526726
S010063,10_reads,1.3329378037536728
S010066,10_reads,0.8113843199194185
S010067,10_reads,1.1708999545259522
S010068,10_reads,1.076593807502859
S010069,10_reads,1.3277152488784962
S010070,10_reads,1.352984962895953
S010071,10_reads,0.7015034863289832
S010072,10_reads,1.6540810513934443
S010074,10_reads,1.0436084976666486
S010075,10_reads,1.6038426308018647
S010076,10_reads,1.9734974482430347
S010077,10_reads,1.4400382605896154
S010078,10_reads,0.3574817865079624
S010079,10_reads,1.2112916283644695
S010080,10_reads,0.8033162790350379
S010081,10_reads,0.3838526465359952
S010082,10_reads,1.8183108651667292
S010084,10_reads,1.4260513796943595
S010085,10_reads,2.1755383938179182
S010086,10_reads,1.3605229670022323
S010087,10_reads,1.6975753592826837
S010088,10_reads,0.3419785237340025
S010089,10_reads,1.215954724757487
S010090,10_reads,0.12428742659871038
S010091,10_reads,1.4743279814124426
S010092,10_reads,0.4792208869190045
S010094,10_reads,0.37770668814331043
S010095,10_reads,0.5877238909883112
S010096,10_reads,1.9166663984481436
S010097,10_reads,1.3753399995574953
S010098,10_reads,0.6584860190043529
S012808,10_reads,0.7353093094200783
S012839,10_reads,0.02964116342798471
S012849,10_reads,0.9524625033817611
S012850,10_reads,0.3227390113361034
S012851,10_reads,0.7687762931732308
S012858,10_reads,1.3445656125524008
S012859,10_reads,0.37339851147424563
S012860,10_reads,0.3190448711513312
S012861,10_reads,0.21648682335401373
S012862,10_reads,0.8440337507263644
S012863,10_reads,1.1459688791657183
S012869,10_reads,1.3686853720779792
S012870,10_reads,0.37277453852218245
S012871,10_reads,0.7240721996642789
S012872,10_reads,0.05235441991613321
S012873,10_reads,0.14517777709284602
S012878,10_reads,1.2716612026267413
S012880,10_reads,2.245672371900964
S012881,10_reads,1.826445971933344
S012882,10_reads,1.8526848284836528
S012883,10_reads,0.02649311128435971
S012884,10_reads,0.01910419936838274
S012889,10_reads,1.709785661825432
S012890,10_reads,0.2778103192253752
S012891,10_reads,1.3354983239927911
S012892,10_reads,1.1599548187762632
S012893,10_reads,0.3664148844577965
S012894,10_reads,0.6034516010237075
S013002,10_reads,1.2948329425490208
S013003,10_reads,0.9860148730892573
S013004,10_reads,1.7462218396142124
S013007,10_reads,1.0704255047057847
S013009,10_reads,0.45386916418870304
S013010,10_reads,0.40838666330631146
S013011,10_reads,1.122540934077457
S013013,10_reads,1.3999878401758323
S013014,10_reads,0.8485914450772982
S013016,10_reads,1.9531334098412867
S013017,10_reads,1.542913728862659
S013019,10_reads,1.0954299106618866
S013020,10_reads,1.4206710257266437
S013021,10_reads,-0
S013022,10_reads,-0
S013024,10_reads,-0
S013025,10_reads,1.9891358398498327
S013026,10_reads,0.9283676637954883
S013027,10_reads,0.19487393976036446
S013028,10_reads,1.1114430309437613
S013029,10_reads,0.557039839646855
S013030,10_reads,1.4388478232103905
S013031,10_reads,0.8237436283095586
S013032,10_reads,1.55523590239078
S013033,10_reads,1.7394589586035425
S013034,10_reads,1.2186079861571082
S013035,10_reads,1.0440825414546187
S013036,10_reads,1.8770662574068069
S013038,10_reads,1.4609997315718648
S013039,10_reads,0.8368184146502283
S013040,10_reads,0.7876113786587008
S013041,10_reads,0.440500552621247
S013042,10_reads,0.5929533174474745
S013043,10_reads,1.4270348218770736
S013045,10_reads,0.9104768531906835
S013047,10_reads,1.513749071493417
S013048,10_reads,1.217472011567648
S013050,10_reads,0.5978694325017937
S013053,10_reads,1.204878707867125
S013054,10_reads,-0
S013055,10_reads,1.2621960930914902
S013056,10_reads,0.9910131678369762
S013057,10_reads,1.8751302310958675
S013058,10_reads,1.30019689999685
S013059,10_reads,1.5668252050040714
S013060,10_reads,0.5707170811953873
S013061,10_reads,0.9239940285544027
S013062,10_reads,0.38529637271960926
S013065,10_reads,1.0006781056458334
S013066,10_reads,1.7519238480500974
S013067,10_reads,0.6909233093138181
S013068,10_reads,1.3912216962553758
S013069,10_reads,0.4642538128168961
S013070,10_reads,0.37666620585162974
S013072,10_reads,1.1453457376598537
S013073,10_reads,1.721610021430527
S013075,10_reads,2.060344821844284
S013076,10_reads,0.9461763785547895
S013077,10_reads,1.5523080069710125
S013078,10_reads,1.7610700168063775
S013080,10_reads,1.4689587295887285
S013081,10_reads,0.802149937785029
S013082,10_reads,0.994311591696014
S013083,10_reads,0.33608877730100484
S013084,10_reads,1.2027350804655765
S013085,10_reads,0.3960706185558713
S013086,10_reads,0.5173138782086925
S013087,10_reads,1.088840015096659
